wavenos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1210,-0.001085859,0.075193294,0.004981089,-0.002212526,-0.02537425,-0.083174682,0.000747264,-0.000206925,0.125626249,-0.005899833,-0.008427862,0.007293153,0.063318651,-0.013808685,-0.016931155,-0.000720504,-0.0069154,0.028821547,0.007232159,0.188309482,-0.005270657,0.051253994,0.001565788,-0.001394869,0.037256912,0.216562205,-0.012719453,-0.005882435,0.004478624,-0.004624484,-0.201880854,0.005192998,0.236504208
1211,-0.001271346,0.075523126,0.00603537,-0.003956768,-0.019147787,-0.102134289,0.000961497,0.000268413,0.120838333,-0.004766543,0.038714691,0.006426276,0.064133827,-0.019707648,-0.015963347,-0.000535117,-0.00686738,0.030523373,0.008050992,0.190941178,-0.009685042,0.061997272,0.00208751,-0.001536481,0.044982488,0.221485414,-0.020357356,-0.005901887,0.005868358,-0.003707855,-0.197615392,0.00589144,0.245627323
1212,-0.001464994,0.076554657,0.007494658,-0.004798747,-0.012271843,-0.116489809,0.001147781,0.000865219,0.114826364,-0.003755004,0.083925559,0.005483388,0.071938123,-0.02550964,-0.014373864,-0.000391699,-0.006597991,0.032614397,0.00892395,0.18767841,-0.016458061,0.07754573,0.002633984,-0.001489426,0.05312389,0.223333532,-0.031962682,-0.005951424,0.007531537,-0.003001524,-0.191021471,0.006476558,0.248913319
1213,-0.00158106,0.078106205,0.009051175,-0.004713578,-0.005039404,-0.125779168,0.001294214,0.001566537,0.108141472,-0.00292297,0.124474489,0.004459894,0.085713635,-0.030661813,-0.012388651,-0.00036937,-0.006212141,0.034868788,0.009813806,0.181057802,-0.024930487,0.096315027,0.003178474,-0.00124903,0.06128011,0.223214766,-0.046690109,-0.006013743,0.009373039,-0.002433307,-0.181712187,0.007008321,0.24569356
1214,-0.001636908,0.080640277,0.010573675,-0.003578973,0.002454628,-0.130956988,0.001371005,0.002298609,0.101173257,-0.002047539,0.156640259,0.003499087,0.103082289,-0.036106858,-0.009771321,-0.000532974,-0.005531122,0.037558403,0.010752618,0.170704946,-0.035083153,0.11827514,0.003725055,-0.000774254,0.069498059,0.221507993,-0.064227942,-0.006080809,0.011063094,-0.001960395,-0.169428301,0.007548714,0.233730949
1215,-0.001591346,0.083926621,0.011849045,-0.001679644,0.009749055,-0.132685546,0.001385496,0.003008302,0.094480146,-0.001086944,0.178397011,0.002784506,0.120598745,-0.041649481,-0.006842405,-0.000849031,-0.004661169,0.040534032,0.011674806,0.157943744,-0.045821236,0.141075794,0.004240618,-0.00012513,0.077217756,0.219052792,-0.082663069,-0.006132113,0.012389627,-0.001503352,-0.155138648,0.008114192,0.214549427
1216,-0.001415708,0.088103264,0.012895742,0.000949772,0.016779544,-0.131813047,0.001334703,0.00355318,0.087910683,-2.54E-05,0.188903551,0.002257455,0.134893257,-0.046931773,-0.002941748,-0.001277626,-0.003747151,0.044118465,0.012634876,0.147149296,-0.057115444,0.164743091,0.004765439,0.000709928,0.084736497,0.215209051,-0.101299511,-0.00612709,0.012931251,-0.001016838,-0.138439842,0.008735508,0.186674539
1217,-0.001084017,0.092662723,0.013655826,0.003919947,0.023129861,-0.129193828,0.001235732,0.00385845,0.081912999,0.001111575,0.189562798,0.001877604,0.143167353,-0.051421537,0.001580437,-0.001727606,-0.002972344,0.048005479,0.013572033,0.140315558,-0.067996513,0.18738237,0.005267279,0.001627074,0.091687422,0.210510053,-0.11835441,-0.00606664,0.012533839,-0.000514386,-0.120997887,0.009368406,0.153610445
1218,-0.000715564,0.09741383,0.01428032,0.007196939,0.028960795,-0.125125057,0.001057932,0.003748262,0.076345165,0.002234874,0.180410832,0.001657781,0.142440694,-0.054915696,0.007870059,-0.002135698,-0.002474554,0.051646512,0.014587824,0.13782808,-0.078487513,0.209192553,0.005827092,0.002624654,0.09872099,0.203850135,-0.133155155,-0.005901132,0.010938593,-1.68E-05,-0.102488983,0.01003254,0.114607388
1219,-0.000400124,0.101810009,0.014822293,0.010326389,0.033908138,-0.120482383,0.000811156,0.003193688,0.071822381,0.003180438,0.163937955,0.001639389,0.132572287,-0.05670054,0.015569616,-0.002468011,-0.002208774,0.054445226,0.015639114,0.141140276,-0.087714326,0.228608802,0.006415744,0.00357679,0.105625726,0.195988081,-0.14438858,-0.005658403,0.008332071,0.000370138,-0.085056274,0.010672536,0.074631838
1220,-0.000216782,0.105972538,0.015402929,0.013177273,0.037972331,-0.115795162,0.00045242,0.002110882,0.067916322,0.004067781,0.140256762,0.001944338,0.112252022,-0.057243411,0.025753268,-0.002672699,-0.002002477,0.056611167,0.016787253,0.144015612,-0.095371054,0.244821702,0.007108565,0.004459173,0.112521124,0.185600194,-0.151241662,-0.00530616,0.004754255,0.000590961,-0.068347812,0.011266137,0.033415678
1221,-0.000196112,0.109187482,0.016027509,0.015422887,0.04080976,-0.111392281,2.53E-05,0.000654908,0.064776665,0.004731704,0.113827083,0.002457194,0.084641842,-0.056194753,0.037396229,-0.002725317,-0.001890895,0.057839625,0.017888382,0.1434768,-0.100634688,0.256054427,0.007833907,0.005165935,0.118628987,0.173467741,-0.153218391,-0.004880518,0.00087403,0.000610443,-0.053926978,0.011747295,-0.004073307
1222,-0.000235394,0.111728674,0.016904978,0.017275626,0.042941996,-0.107152264,-0.000511617,-0.00112588,0.062106363,0.005324374,0.085837634,0.003024169,0.050722397,-0.054081162,0.051767365,-0.002708385,-0.001903463,0.058812054,0.019175297,0.139126252,-0.104043207,0.263124009,0.008758025,0.005750375,0.124905622,0.159435385,-0.151108136,-0.004370397,-0.003113617,0.000461702,-0.041096209,0.012165372,-0.039672714
1223,-0.000266256,0.113413862,0.017994479,0.018649385,0.044501116,-0.103293329,-0.001106997,-0.002923394,0.059968761,0.00588546,0.059424802,0.003666761,0.01507951,-0.051617305,0.067569087,-0.002640636,-0.002032468,0.05958211,0.020565299,0.129554282,-0.105480642,0.265512079,0.009838758,0.006186406,0.130888147,0.145140616,-0.145751233,-0.003823132,-0.006544523,0.000237001,-0.03079892,0.012498594,-0.0703486
1224,-0.000244527,0.11462446,0.019414892,0.019747479,0.045877846,-0.099368575,-0.001808254,-0.004641202,0.057683941,0.006446449,0.033110863,0.004605753,-0.021955278,-0.04898388,0.085551262,-0.002632922,-0.002260574,0.060013576,0.022362494,0.117164788,-0.105288021,0.263233484,0.011264309,0.006552589,0.137093713,0.130016698,-0.137612091,-0.003206212,-0.009359402,6.98E-05,-0.021929351,0.012768495,-0.099188384
1225,-1.64E-05,0.115441789,0.020996816,0.020493774,0.047079299,-0.09574374,-0.002548725,-0.00597713,0.05508535,0.007057495,0.009673514,0.005767496,-0.055935572,-0.046631089,0.103485651,-0.002739986,-0.002560121,0.060338724,0.024536678,0.104177548,-0.103544714,0.256138644,0.012959232,0.006833559,0.142801107,0.11590566,-0.127831537,-0.002597912,-0.011220986,6.67E-05,-0.015258084,0.012923641,-0.123870854
1226,0.000488092,0.116012075,0.022655411,0.020955421,0.048054936,-0.092027822,-0.003340497,-0.006873241,0.051145534,0.007790981,-0.01176992,0.007050415,-0.086574494,-0.044903899,0.120576995,-0.00298523,-0.002898432,0.060715843,0.027359966,0.089735042,-0.100058692,0.2430159,0.01500671,0.007061088,0.147411418,0.101842987,-0.116240154,-0.002003546,-0.01221729,0.00034608,-0.009867728,0.01291622,-0.146402002
1227,0.001259796,0.11647529,0.024178956,0.021083141,0.048855948,-0.088468055,-0.00409575,-0.007202059,0.046090202,0.008513945,-0.028866088,0.008235728,-0.110558235,-0.043700698,0.134046786,-0.003403643,-0.003225244,0.060923865,0.03078145,0.079969816,-0.095276805,0.225195424,0.017229319,0.007212619,0.15033587,0.089710234,-0.104367246,-0.00152735,-0.012320604,0.000912961,-0.00654101,0.012731898,-0.164304891
1228,0.002332093,0.117524792,0.025694731,0.021067512,0.049907105,-0.08505288,-0.004866023,-0.007061969,0.039573463,0.009355162,-0.043386266,0.009383123,-0.129238502,-0.043052865,0.144204762,-0.003976364,-0.003546506,0.061134322,0.035560804,0.075948595,-0.089828007,0.203628526,0.019851508,0.00734838,0.152465804,0.079272044,-0.092770453,-0.001182374,-0.011873698,0.001812828,-0.004750376,0.012440641,-0.180444368
1229,0.003528552,0.119212017,0.027023844,0.020851033,0.051059115,-0.081968898,-0.005583206,-0.006490592,0.031768283,0.010088685,-0.0544592,0.01047201,-0.141496166,-0.042289981,0.149349921,-0.004568452,-0.003811848,0.060629298,0.041726438,0.076426204,-0.084030456,0.179557091,0.022690592,0.007441851,0.153198836,0.071013503,-0.082300319,-0.001008926,-0.010974882,0.002985474,-0.004687772,0.012055678,-0.193428605
1230,0.004721102,0.121622889,0.028179342,0.020478624,0.052237779,-0.079107226,-0.00628457,-0.005629971,0.022313989,0.010597154,-0.063841333,0.011542782,-0.149791038,-0.040701345,0.150166224,-0.005061363,-0.004009201,0.058609683,0.049804702,0.07816022,-0.077846873,0.152669005,0.025837498,0.007498548,0.152482995,0.063592792,-0.072431611,-0.000954586,-0.009899683,0.00440255,-0.005721872,0.01158003,-0.205117093
1231,0.005748073,0.124380167,0.028915732,0.01990375,0.053261896,-0.076651157,-0.006898847,-0.004570824,0.011617416,0.01085316,-0.070496952,0.012337727,-0.153399719,-0.038557382,0.146315378,-0.005300754,-0.004104892,0.055057837,0.05927938,0.077325436,-0.071516404,0.124230973,0.028981244,0.007487953,0.149654271,0.057034102,-0.063730532,-0.001012178,-0.008682338,0.005956355,-0.007771196,0.011003444,-0.214118312
1232,0.006507263,0.127225254,0.029130981,0.019088869,0.054111799,-0.074567382,-0.007434007,-0.003463415,-0.00041472,0.010909872,-0.075501475,0.012777749,-0.154235464,-0.036005738,0.138988385,-0.005262886,-0.004092343,0.050060884,0.069941971,0.074268401,-0.064783643,0.093769579,0.032027339,0.007400587,0.14447015,0.0499974,-0.055474237,-0.001128105,-0.007426444,0.00758953,-0.010277745,0.01029119,-0.221126259
1233,0.00688943,0.129668933,0.028601014,0.018026995,0.054625467,-0.073215006,-0.00783503,-0.002396773,-0.012920953,0.010831322,-0.078676758,0.012796684,-0.152854282,-0.03383301,0.129479193,-0.004998866,-0.003973956,0.044144279,0.0799856,0.070098707,-0.058259066,0.06370098,0.034515052,0.007247167,0.136984769,0.042821892,-0.04847299,-0.001275388,-0.00624273,0.009173928,-0.012903907,0.009419229,-0.225607213
1234,0.006941056,0.131415675,0.027365113,0.016727493,0.054585052,-0.072528274,-0.008130977,-0.001432666,-0.025634889,0.010739705,-0.080989342,0.012449676,-0.150795065,-0.032606762,0.119715026,-0.004610512,-0.003785779,0.037864388,0.088465743,0.064042001,-0.052003202,0.034366175,0.036368148,0.007052744,0.127682713,0.035035457,-0.042354785,-0.001415041,-0.005183142,0.010681406,-0.015253028,0.008381721,-0.228663395
1235,0.006532594,0.131381046,0.025228026,0.015185017,0.05352343,-0.072553998,-0.008274337,-0.000572776,-0.037951263,0.010487148,-0.082084754,0.011548445,-0.148532328,-0.032360721,0.110292675,-0.004247295,-0.003547022,0.031336993,0.092761725,0.057300172,-0.046184035,0.006952799,0.037055587,0.00683023,0.116200153,0.026829977,-0.037350865,-0.001528037,-0.004300153,0.012035446,-0.017027779,0.007090304,-0.229501751
1236,0.005694028,0.129478765,0.022271598,0.013443259,0.051382154,-0.073121057,-0.00829606,0.000226993,-0.049874741,0.010073351,-0.082478499,0.010111544,-0.146792599,-0.0330414,0.101933731,-0.004039928,-0.003298443,0.024851703,0.091795177,0.04916151,-0.040653003,-0.01904646,0.036525897,0.006606281,0.102828924,0.018090155,-0.033027192,-0.001596006,-0.003569482,0.013259999,-0.018115829,0.005499532,-0.228814642
1237,0.00443319,0.124483913,0.01849901,0.011585931,0.047851112,-0.074327847,-0.008179918,0.000916151,-0.061169934,0.009465144,-0.082248964,0.008062909,-0.145904672,-0.034616949,0.094446016,-0.004074247,-0.003092618,0.018784405,0.083416361,0.04108846,-0.035521561,-0.04308503,0.034385595,0.006416428,0.0874683,0.009038582,-0.029540728,-0.001620144,-0.003016605,0.014374848,-0.018411776,0.003567973,-0.226084308
1238,0.002918648,0.116889876,0.014204554,0.009763003,0.043152212,-0.076051617,-0.007973265,0.001505192,-0.07188719,0.008674019,-0.081789446,0.005540542,-0.146468456,-0.036670629,0.087726901,-0.004364669,-0.00297405,0.013289212,0.068026306,0.033556039,-0.030777806,-0.06544139,0.030826209,0.006294784,0.070825559,-2.84E-05,-0.026685357,-0.001604365,-0.002606924,0.01542966,-0.018057376,0.001347843,-0.222079196
1239,0.001227508,0.105511997,0.009599268,0.008096118,0.036966638,-0.078264938,-0.00766967,0.001927641,-0.081666784,0.007729272,-0.081101155,0.002600677,-0.148150751,-0.039144042,0.081229989,-0.004789154,-0.002994071,0.008416559,0.045018656,0.02333387,-0.026537972,-0.085448244,0.02572539,0.006251932,0.052913633,-0.008882998,-0.02461558,-0.001542004,-0.002345603,0.016482684,-0.017036686,-0.001062724,-0.215827846
1240,-0.000405229,0.091680025,0.005125364,0.006690775,0.029782815,-0.080562656,-0.007303661,0.002163424,-0.090154275,0.006712014,-0.080225381,-0.000466454,-0.150422834,-0.04153035,0.074509102,-0.005196661,-0.003148127,0.004196625,0.017022398,0.009668974,-0.022790904,-0.102768025,0.01964791,0.006268766,0.034806961,-0.017016928,-0.023105985,-0.001443223,-0.002179971,0.017522338,-0.015597814,-0.003462032,-0.207549122
1241,-0.002040586,0.074809975,0.000987313,0.005667799,0.021912822,-0.083098439,-0.006896796,0.002192847,-0.097482322,0.005697822,-0.079548089,-0.003567945,-0.152555817,-0.043286211,0.067246434,-0.005461063,-0.003457442,0.000321617,-0.014541859,-0.005549679,-0.019522524,-0.117745186,0.012798127,0.006342331,0.016509682,-0.024751993,-0.022286234,-0.001297959,-0.002091828,0.018689506,-0.013818137,-0.005701978,-0.196380009
1242,-0.003538831,0.056651621,-0.002565577,0.005071358,0.014070339,-0.085591214,-0.006496922,0.002030878,-0.10382774,0.004775048,-0.07930197,-0.006489977,-0.154082631,-0.044061499,0.05962627,-0.005506897,-0.003887377,-0.003216932,-0.04665699,-0.019028282,-0.016724185,-0.130740433,0.005853093,0.006453291,-0.001098421,-0.032001885,-0.022014074,-0.00113409,-0.002047254,0.020025821,-0.011957834,-0.007629629,-0.183163266
1243,-0.004986393,0.03641755,-0.005490591,0.004783671,0.006221716,-0.088170199,-0.006110324,0.001677245,-0.109342198,0.004157553,-0.07970563,-0.009187809,-0.153547822,-0.044118139,0.051519811,-0.005337548,-0.004419743,-0.006561571,-0.076785175,-0.026572799,-0.014238277,-0.142280059,-0.001022788,0.006582985,-0.018506575,-0.039583495,-0.02248011,-0.000927047,-0.002024696,0.021636283,-0.010007063,-0.009101039,-0.166395715
1244,-0.006379851,0.01636144,-0.007713061,0.004702121,-0.001088958,-0.090602176,-0.005768652,0.001191408,-0.114011814,0.003928106,-0.080706493,-0.011503359,-0.150576294,-0.043818075,0.043561341,-0.005039439,-0.004989705,-0.009547405,-0.101873436,-0.026851111,-0.012081499,-0.152325376,-0.007222621,0.006699753,-0.034822071,-0.047309438,-0.023530955,-0.00070445,-0.002010426,0.023440541,-0.008135153,-0.010047322,-0.147285354
1245,-0.00781661,-0.00431522,-0.009282671,0.004549432,-0.007723435,-0.092691538,-0.005451844,0.00068607,-0.117598358,0.004393971,-0.082489346,-0.013403123,-0.142961971,-0.043693674,0.035589653,-0.004623261,-0.005537759,-0.012060202,-0.119836366,-0.02031067,-0.00999975,-0.16110822,-0.012708041,0.006783226,-0.050546012,-0.05610787,-0.025379256,-0.000418177,-0.001973817,0.025412312,-0.006280081,-0.010340633,-0.12423503
1246,-0.009243909,-0.022974082,-0.010192749,0.00420834,-0.013005643,-0.094166837,-0.005186637,0.000280191,-0.119996682,0.005533946,-0.084997487,-0.014765836,-0.131197983,-0.04389217,0.028388938,-0.004186397,-0.00599187,-0.013932779,-0.128694912,-0.00913262,-0.008077949,-0.168392197,-0.01702705,0.006826666,-0.064501761,-0.06552084,-0.027880184,-7.45E-05,-0.001907173,0.027362828,-0.004609253,-0.010021611,-0.099520792
1247,-0.010672731,-0.040195446,-0.010522132,0.003628066,-0.016698264,-0.095088015,-0.005001618,0.000168071,-0.121497843,0.007664344,-0.088602045,-0.015622687,-0.11507557,-0.044213753,0.022139294,-0.003691367,-0.006323813,-0.015352556,-0.128673173,0.002830425,-0.006191187,-0.174878915,-0.020247761,0.006887921,-0.076981525,-0.076252883,-0.031250895,0.000361656,-0.001802414,0.029204988,-0.003129432,-0.009070504,-0.073843566
1248,-0.011878003,-0.05406412,-0.010376216,0.002817347,-0.018614037,-0.09517128,-0.004897308,0.000381766,-0.121983448,0.010604742,-0.092719434,-0.015967759,-0.096547559,-0.044606132,0.017288473,-0.003122902,-0.006492498,-0.016274781,-0.121132483,0.01155661,-0.004435085,-0.180051399,-0.022272557,0.006976828,-0.087092292,-0.087181816,-0.035047386,0.000853873,-0.00166371,0.030690741,-0.001953918,-0.007680304,-0.050032948
1249,-0.01286246,-0.06551299,-0.009793883,0.00173449,-0.018872279,-0.094674708,-0.004896489,0.001089443,-0.121617412,0.014825362,-0.097571828,-0.015873215,-0.076041891,-0.045307261,0.013475086,-0.002542902,-0.006491425,-0.01665023,-0.107155101,0.01403993,-0.002593917,-0.184482691,-0.023415515,0.0071349,-0.095473136,-0.099093191,-0.039458348,0.001465818,-0.001481015,0.031623689,-0.000954761,-0.005814396,-0.02806868
1250,-0.013448702,-0.073344089,-0.008883814,0.000552247,-0.017452198,-0.093628495,-0.005008291,0.002274116,-0.120576158,0.0201068,-0.102706084,-0.015422509,-0.05657016,-0.046109254,0.010956414,-0.002030951,-0.00633307,-0.016363636,-0.090164051,0.009682831,-0.00080148,-0.1879421,-0.023773322,0.007369539,-0.101482639,-0.110790312,-0.043971667,0.002132753,-0.001278651,0.031835617,-0.000183944,-0.003703297,-0.010685428
1251,-0.013621848,-0.078734329,-0.007627788,-0.000697451,-0.014550253,-0.092183043,-0.005225619,0.004006756,-0.118919491,0.026841246,-0.108447445,-0.014663257,-0.038935891,-0.046962029,0.008880958,-0.001592614,-0.006011813,-0.015465833,-0.07136384,0.00012885,0.001143791,-0.1909926,-0.023646815,0.007674003,-0.105817782,-0.123075982,-0.048761001,0.00292002,-0.001044757,0.031108444,0.000465516,-0.001311865,0.002518465
1252,-0.013375931,-0.080928659,-0.006168406,-0.001761475,-0.010732303,-0.090545667,-0.005531615,0.006067699,-0.117098781,0.034489713,-0.114287857,-0.013723685,-0.026470162,-0.047552496,0.007092764,-0.001337888,-0.00557799,-0.014055976,-0.054098785,-0.012129202,0.003055397,-0.193706668,-0.023161199,0.008006514,-0.108228848,-0.134770067,-0.053275137,0.003745456,-0.000815434,0.02939137,0.00095578,0.001056708,0.00954165
1253,-0.012751263,-0.080821624,-0.004512658,-0.002514315,-0.006493285,-0.088678302,-0.005868563,0.008136041,-0.114941457,0.043067695,-0.11996849,-0.012599674,-0.019783889,-0.047319137,0.004350678,-0.001195234,-0.005025412,-0.011965372,-0.039294123,-0.024758175,0.005026845,-0.195874432,-0.022430383,0.008331189,-0.108927607,-0.145883516,-0.057354387,0.004613606,-0.000591087,0.026427841,0.001359467,0.003365194,0.010829128
1254,-0.011906386,-0.078360485,-0.002850987,-0.002866049,-0.002574991,-0.086758706,-0.006154639,0.009708359,-0.112592017,0.051409136,-0.124758622,-0.011398554,-0.019899633,-0.046228668,0.000106686,-0.001212835,-0.004409569,-0.009167033,-0.028270354,-0.034083126,0.006870692,-0.197119028,-0.021543386,0.008566974,-0.107826114,-0.155138175,-0.060427514,0.00544206,-0.000394589,0.02238846,0.001670359,0.005298621,0.006629752
1255,-0.011035493,-0.074739896,-0.001178269,-0.002878965,0.000697614,-0.085065044,-0.006377954,0.010419194,-0.110376545,0.058908158,-0.129248973,-0.010123759,-0.025998655,-0.044422603,-0.00693061,-0.001441824,-0.003731106,-0.005763669,-0.020060798,-0.039119835,0.008752969,-0.198256559,-0.020613787,0.008747024,-0.105637578,-0.163761411,-0.062793728,0.006312941,-0.000221113,0.017114475,0.002003702,0.006897622,-0.001741377
1256,-0.010220489,-0.070474436,0.000302278,-0.002574013,0.002765487,-0.08367983,-0.006476383,0.009845638,-0.108378819,0.063649782,-0.132869574,-0.008850426,-0.037078673,-0.042082202,-0.016958521,-0.001819664,-0.003033681,-0.001724796,-0.014821291,-0.039651244,0.0105232,-0.199010411,-0.019676752,0.008852283,-0.102546385,-0.170976982,-0.064103576,0.007180303,-8.11E-05,0.010921675,0.002336838,0.007931278,-0.013262093
1257,-0.009521016,-0.066416995,0.00158609,-0.002062762,0.0034303,-0.08277129,-0.006442734,0.007927118,-0.106410738,0.064647086,-0.135628934,-0.007525473,-0.051290358,-0.039677098,-0.030316442,-0.002373547,-0.002298705,0.003374309,-0.010747975,-0.037224216,0.012294733,-0.199440748,-0.018697122,0.008891723,-0.098981836,-0.177537358,-0.064531781,0.008123069,4.64E-05,0.003776844,0.002721388,0.008457542,-0.026497165
1258,-0.008932004,-0.063131316,0.002452661,-0.00141607,0.002453637,-0.082182153,-0.006267046,0.004752594,-0.104489786,0.060164458,-0.136920622,-0.006225088,-0.066702981,-0.037460003,-0.045907831,-0.003086859,-0.001593871,0.009680409,-0.00808997,-0.034136929,0.013895508,-0.198988674,-0.017667198,0.008866733,-0.095022431,-0.182629259,-0.063761523,0.009086057,0.000152239,-0.003720521,0.003149416,0.008365511,-0.040194159
1259,-0.008398227,-0.0610323,0.002875923,-0.000747451,2.65E-05,-0.081735106,-0.005958666,0.000680246,-0.102306111,0.050068219,-0.136747723,-0.004893679,-0.081244382,-0.035763769,-0.06298223,-0.003889165,-0.000926028,0.016832304,-0.005680354,-0.0328084,0.015356811,-0.197139347,-0.016487071,0.008776592,-0.090593928,-0.186393407,-0.0618206,0.010093067,0.000251925,-0.011331402,0.003643707,0.007778237,-0.053304302
1260,-0.007932774,-0.060942589,0.002666917,-0.000206607,-0.003769181,-0.081291069,-0.00556856,-0.003551536,-0.100227057,0.034199289,-0.135019654,-0.003660521,-0.092960456,-0.034986368,-0.079453079,-0.004783855,-0.00040502,0.025077066,-0.003805396,-0.034288984,0.016493259,-0.193976815,-0.015227152,0.008614454,-0.086225959,-0.188489442,-0.058734902,0.011098139,0.00033361,-0.018077142,0.004204123,0.006738138,-0.064179957
1261,-0.007469432,-0.062797385,0.001882289,9.20E-05,-0.008530064,-0.080732258,-0.005155811,-0.007383121,-0.098335075,0.013949316,-0.132098008,-0.002518171,-0.101025725,-0.035187785,-0.094474246,-0.005703869,-4.45E-05,0.034856216,-0.002016234,-0.039322343,0.017350744,-0.189821474,-0.013891237,0.008402939,-0.08221748,-0.189513006,-0.054852689,0.012122273,0.00040049,-0.023710671,0.004844008,0.005455343,-0.072488714
1262,-0.007020137,-0.066779815,0.000461042,0.000107139,-0.014001631,-0.079464777,-0.004730177,-0.010223487,-0.096487202,-0.00918632,-0.127568117,-0.001512808,-0.10442855,-0.03607246,-0.106665044,-0.006643231,9.88E-05,0.046553694,-0.000330911,-0.045930868,0.01773435,-0.184166465,-0.012458395,0.00808445,-0.078634651,-0.188610831,-0.050125346,0.013109108,0.000448654,-0.027558865,0.005530311,0.004000144,-0.076765318
1263,-0.006549199,-0.072335136,-0.001487198,-0.00014387,-0.019793904,-0.077150359,-0.004311467,-0.011872863,-0.094610385,-0.032932622,-0.121757973,-0.0006055,-0.103964834,-0.037173757,-0.116129973,-0.007647469,5.14E-05,0.058670455,0.001471697,-0.052082846,0.017678704,-0.17715387,-0.01089998,0.007643325,-0.075391774,-0.186021904,-0.04476961,0.014078117,0.000485369,-0.029722544,0.006259516,0.002494275,-0.077207848
1264,-0.006176963,-0.079382446,-0.003911698,-0.00064728,-0.025611016,-0.07331455,-0.003885502,-0.012266936,-0.09274278,-0.055099166,-0.114707461,0.000211703,-0.099530789,-0.037683568,-0.122780202,-0.008741175,-0.000198367,0.072725295,0.00350586,-0.055525849,0.017021578,-0.168529076,-0.009185416,0.00708987,-0.072439905,-0.181128325,-0.03884029,0.015012737,0.000505688,-0.02997038,0.006997449,0.000995908,-0.072370548
1265,-0.006007497,-0.087190471,-0.00661716,-0.00131815,-0.031175825,-0.06841886,-0.003453211,-0.011692718,-0.091005855,-0.073409987,-0.107025129,0.000976405,-0.092612339,-0.037369373,-0.127546788,-0.009993453,-0.000592471,0.089215362,0.005811511,-0.054901411,0.015858167,-0.158873748,-0.007332776,0.006471579,-0.069777299,-0.174449985,-0.032669316,0.015932362,0.000512956,-0.028747709,0.007718466,-0.000419013,-0.062818463
1266,-0.006134601,-0.095279163,-0.009394185,-0.002113891,-0.03620319,-0.062513552,-0.003022254,-0.01037642,-0.089369523,-0.086554082,-0.0986719,0.001702642,-0.083630305,-0.035470549,-0.130361916,-0.011412012,-0.001102729,0.108922638,0.008570793,-0.050698422,0.014037417,-0.147947335,-0.005377037,0.005872426,-0.067348426,-0.165408494,-0.026401141,0.01680982,0.000498999,-0.026161448,0.008375242,-0.001705347,-0.047418528
1267,-0.006575564,-0.102507833,-0.011934223,-0.002925181,-0.040315472,-0.056530088,-0.002608705,-0.00881164,-0.087714858,-0.094054938,-0.090167049,0.002400537,-0.073960906,-0.031862012,-0.131768149,-0.012942566,-0.001642444,0.129740693,0.011624679,-0.044357632,0.01174273,-0.136266854,-0.003397383,0.005362529,-0.065014707,-0.154514883,-0.020385489,0.017589941,0.000465424,-0.022887626,0.008900943,-0.002805904,-0.027676228
1268,-0.007294994,-0.108816223,-0.014044684,-0.003604917,-0.043536336,-0.050379731,-0.002225249,-0.00720522,-0.086107595,-0.09614534,-0.081771911,0.003099965,-0.064233764,-0.027067508,-0.131776791,-0.014554148,-0.002174606,0.151275603,0.015387538,-0.037930883,0.008869761,-0.1236842,-0.001506533,0.005026855,-0.062536916,-0.141690981,-0.014693255,0.018310926,0.000415125,-0.019245827,0.009328262,-0.0037574,-0.003596868
1269,-0.008128907,-0.113706896,-0.015600061,-0.004082396,-0.045992636,-0.044596775,-0.00189341,-0.005831005,-0.084684456,-0.094071126,-0.074127906,0.003800496,-0.055679596,-0.022117428,-0.130951038,-0.016074384,-0.002652983,0.171384785,0.019766302,-0.033565101,0.005658469,-0.111004369,0.000196183,0.004893233,-0.059921502,-0.128061364,-0.009526563,0.018982118,0.000352313,-0.015794225,0.00966053,-0.004568361,0.022883595
1270,-0.009017057,-0.117078657,-0.016485092,-0.00430581,-0.047969209,-0.039428882,-0.001604311,-0.004637951,-0.083339674,-0.088342597,-0.067016491,0.004534391,-0.048105873,-0.017369142,-0.128819922,-0.017406465,-0.003051021,0.192557182,0.0252696,-0.032469686,0.001937004,-0.097461139,0.001518008,0.005016335,-0.056824459,-0.113194742,-0.004828096,0.019646868,0.000288127,-0.012617521,0.010010992,-0.005311948,0.050689806
1271,-0.009785587,-0.118742517,-0.016723856,-0.004282178,-0.049634215,-0.03540878,-0.001370544,-0.003674787,-0.08213971,-0.080563789,-0.060856545,0.005256059,-0.042181181,-0.013635298,-0.12572646,-0.018393512,-0.003345807,0.213038129,0.031624929,-0.034810404,-0.001975868,-0.083947374,0.002340651,0.005355401,-0.053453465,-0.098377185,-0.00075469,0.020285369,0.000226543,-0.009972933,0.01039721,-0.006011126,0.077230064
1272,-0.010270912,-0.118283361,-0.016283107,-0.004103918,-0.051137564,-0.031849812,-0.001164032,-0.002822824,-0.080693293,-0.071359578,-0.055093646,0.005999998,-0.0373428,-0.010206049,-0.12097012,-0.018949511,-0.003509808,0.226883649,0.039031762,-0.039919249,-0.006301817,-0.069129541,0.002489261,0.0059189,-0.049174415,-0.082650768,0.002767296,0.020911646,0.000196226,-0.007755023,0.010987443,-0.006711223,0.100222302
